n,id,date,text,lang,source
17229,www_journaldemontreal_com_2024_11_22_une-vingtaine-de-faux-documents-deposes-au-tribunal-pour-forcer-des-hausses-de-loyers_20241122_064326,2024-11-22,"«Il n'a aucune idée de qui sont ses locataires, et il s’en fout totalement», s’insurge M.",FR,headlines
7575,www_theglobeandmail_com_canada_british-columbia_article-bc-ndp-to-form-government-as-majority-status-depends-on-results-of__20241029_044351,2024-10-29,"“It’s clear that British Columbians are demanding better outcomes from their government, and our focus is on ensuring effective services and a higher quality of life for people.”",EN,headlines
12641,www_tvanouvelles_ca_2024_12_24_une-fin-dannee-sur-les-chapeaux-de-roue-pour-les-ultra-riches_20241224_150330,2024-12-24,"Elle a finalement été vendue en septembre pour 12,5M$.     21, avenue Roskilde, Montréal Situé à deux pas du cimetière du Mont-Royal, ce château d’Outremont a été construit entre 1915 et 1919.",FR,headlines
5480,www_thestar_com_news_canada_when-antonietta-s-christmas-cards-stopped-coming-her-family-began-to-worry-then-they-found_article_a05267f4-c5fe-11ef-8b9f-7fce269804c7_html_20241231_151447,2024-12-31,“I thought … this is a person that could have a child.”,EN,headlines
31346,441288HAN288-12617064,2024-02-29,Ils montrent que le gouvernement dort aux commandes en ce qui concerne la sécurité nationale et l'appareil de l'État.,FR,parliament
27866,441314HAN314-12748443,2024-05-21,"Without a doubt, pollution has a cost.",EN,parliament
13758,www_lapresse_ca_actualites_2024-06-18_chaleur-extreme_une-chaleur-ecrasante_php_20240619_075353,2024-06-19,"« Il y a des chantiers où il y a du bitume et de l’asphalte et ça, c’est chaud !",FR,headlines
9217,edmonton_ctvnews_ca_top-cats-panthers-win-their-1st-stanley-cup-top-oilers-2-1-in-game-7-1_6938146_20240625_053340,2024-06-25,Fans at Amerant Bank Arena might be as loud as they've ever been in this series after that goal.,EN,headlines
30340,441315HAN315-12751551,2024-05-22,"Quand on me dit que le gouvernement fédéral avance main dans la main avec le gouvernement du Québec, il faudrait qu'on m'explique pourquoi le gouvernement fédéral finance la contestation en cours d'une loi votée par l'Assemblée nationale du Québec.",FR,parliament
32481,441343HAN343-12881165,2024-09-25,"Grand bien leur fasse.Pour être plus précis, au-delà des intentions vagues, est-ce que le premier ministre va aussi commencer une conversation avec ses partenaires occasionnels du NPD pour que ces projets de loi aboutissent bel et bien dans les délais impartis?",FR,parliament
19165,www_tvanouvelles_ca_2024_12_07_greve-chez-postes-canada-et-conge-de-tps-on-ne-la-pas-facile-cette-annee-deplore-une-proprietaire-dun-magasin-de-jouets_20241208_045326,2024-12-08,"Mme Bourbonnais a expliqué que ses ventes en ligne étaient uniquement expédiées par Postes Canada, en grève depuis trois semaines.",FR,headlines
15535,www_journaldemontreal_com_2025_01_03_sauve-dune-crise-cardiaque-par-un-policier--sans-lui-je-ne-serais-plus-la_20250103_135326,2025-01-03,«Les gens de Sorel sont en sécurité avec un policier comme [M.,FR,headlines
6573,www_ctvnews_ca_sports_canadian-olympic-committee-offers-heartfelt-apology-after-new-zealand-accuses-canada-soccer-of-spying-1_6974984_20240724_050329,2024-07-24,Security for the Olympic Games has ramped up in recent weeks.,EN,headlines
3854,www_ctvnews_ca_world_trump-s-madison-square-garden-event-features-crude-and-racist-insults-1_7088880_20241028_091355,2024-10-28,And that was all before the Republican presidential nominee took the stage more than two hours late.,EN,headlines
8935,montrealgazette_com_news_local-news_roberge-to-meet-anglo-leaders-amid-concerns-over-health-care-language-directive_20240801_080334,2024-08-01,"Eric Maldoff, a Montreal lawyer who has studied the directive in-depth, criticized it for being densely bureaucratic and hard-to-understand.",EN,headlines
23276,441374HAN374-13008608,2024-11-22,"Despite the 186 instances of conflict of interest that were found by the Auditor General when she did an audit, we know she did not even audit all of the contracts.",EN,parliament
627,vancouversun_com_news_bc-election-parties-promise-tax-cuts-to-address-rising-cost-of-living-but-will-it-help_20241015_222331,2024-10-15,"Experts, advocates and voters contacted by Postmedia this week questioned whether the parties’ plans would make a substantial difference on an issue that is as complex as it is pervasive.",EN,headlines
28207,441323HAN323-12789190,2024-06-03,"Indeed, this promise was originally made in 2019.",EN,parliament
28126,441307HAN307-12715255,2024-05-02,"Historically, there have been bids up to or even exceeding $1 billion per year to purchase land leases for exploration.This strikes me as a little peculiar, but not for Mr.",EN,parliament
8496,vancouversun_com_news_local-news_change-the-aging-journey-says-new-advocate-as-b-c-on-precipice-of-a-seniors-boom_20240531_135402,2024-05-31,"He would later speak of the need for residents to be able to decide for themselves if they wanted to remain in a care facility under the restricted conditions necessary to prevent the spread of the virus, as well as the importance of timely access to medical and hospital care and regular communication with family members.",EN,headlines
19882,ici_radio-canada_ca_nouvelle_2112219_ottawa-inde-leader-sikh-enquete_20241014_170327,2024-10-14,Ottawa s’est par exemple retiré des négociations d’un accord de libre-échange avec l’Inde.,FR,headlines
28041,441323HAN323-12786667,2024-06-03,"That is why we have acted, with the Minister of Finance, to present to this nation the largest revamp of our competition law in the country.Guess who voted against it?",EN,parliament
8359,www_cbc_ca_news_canada_calgary_nenshi-partisan-leader-alberta-ndp-analysis-1_7243479_20240623_045439,2024-06-23,"But many will expect him to respect the traditions and hard work that came before him, even as he pushes to erase the gap between his new party and the UCP.",EN,headlines
36141,441293HAN293-12643253,2024-03-21,"Malgré tout ce qu’ils en diront, nous savons que la tarification de la pollution fonctionne.",FR,parliament
5594,vancouversun_com_news_do-changes-in-bc-premier-david-eby-office-signal-shift-in-approach_20241115_071333,2024-11-15,"“His leadership, strategic insights and perseverance have been instrumental in our government’s progress and have set a strong foundation for our team and our province.”",EN,headlines
25945,441282HAN282-12587167,2024-02-14,It is something that is extremely close to my heart.,EN,parliament
25961,441331HAN331-12826720,2024-06-13,"Let us think about $20 billion for Indigenous Services Canada for programs for indigenous communities and legal settlements, $11.4 billion for ESDC to build a stronger and more inclusive Canada to help Canadians live productive and rewarding lives, and $8.4 billion for Global Affairs Canada to advance Canada's place in our international relations.Let us not forget the $8.4 billion for Health Canada, including funding to expand the Canadian dental care plan.",EN,parliament
22402,441284HAN284-12594315,2024-02-16,"In the words of some child care operators, the Liberal government is essentially expropriating and nationalizing their businesses.",EN,parliament
25230,441275HAN275-12552608,2024-02-05,The time has come for the member's right of reply.The hon. member for Nanaimo—Ladysmith has the floor.,EN,parliament
23831,441287HAN287-12613341,2024-02-28,"The member referred to love at the end of her speech, saying we cannot legislate love, but there are certain things we can do to provide supports that would enhance the relationships that are so critically important.Many of the comments that have been made with regard to Bill C-318 are really good, and all members of the House, no doubt, would support them.",EN,parliament
30828,441310HAN310-12728513,2024-05-07,"Si un adulte montrait des vidéos ou des photos à caractère sexuel à un enfant, cela serait considéré comme de la violence faite à son endroit.",FR,parliament
34603,441320HAN320-12770648,2024-05-29,"Les modifications permettraient à l'organisme d'obtenir des ordonnances de préservation et de communication ainsi que des mandats autorisant l'obtention d'informations, de documents ou d'objets en une seule tentative.",FR,parliament
4651,vancouversun_com_news_election_bc-election-radio-debate-fireworks-ndp-conservatives_20241003_000357,2024-10-03,"“I just want to make sure that you know that this is a real thing so I have a copy of the tweet right there,” said Eby, as Rustad pushed the paper aside.",EN,headlines
26351,441386HAN386-13057598,2024-12-10,"Madam Speaker, that is an excellent question.",EN,parliament
8446,www_ctvnews_ca_business_fixed-or-variable-advice-from-more-than-50-brokers-for-canadians-whose-mortgages-are-up-for-renewal-1_6911811_20240605_031341,2024-06-05,Their answers provide professional guidance for individuals and families searching for clarity and sound advice.,EN,headlines
22756,441314HAN314-12748124,2024-05-21,We have looked at the budget and analyzed it carefully because we are thorough.,EN,parliament
33500,441304HAN304-12699517,2024-04-29,Le Canada a la dette et le déficit les plus bas dans tout le G7.,FR,parliament
7688,www_ctvnews_ca_politics_we-need-new-leadership-liberal-mp-writes-to-caucus-says-justin-trudeau-should-resign-1_6945596_20240629_001356,2024-06-29,"""For the future of our party and for the good of our country, we need new leadership and a new direction,"" said New Brunswick MP Wayne Long in the brief note obtained by CTV News.",EN,headlines
38153,441285HAN285-12602507,2024-02-26,"D'abord, on peut penser à sa stratégie par laquelle il a créé un gouvernement majoritaire artificiel et ensuite, à sa façon de gérer son programme législatif.",FR,parliament
29321,441291HAN291-12631785,2024-03-19,"Unfortunately for them, the motion does not include this nuance.",EN,parliament
31029,441334HAN334-12836891,2024-06-18,"Il vient s'ingérer dans ce que nous avons de plus profond, dans ce que nous avons de plus cher dans nos champs de compétences.",FR,parliament
29599,441361HAN361-12957198,2024-10-29,"Speaker, the member talked about so many things.",EN,parliament
4792,globalnews_ca_news_10903487_rideau-canal-skateway-winter-2025__20241208_131330,2024-12-08,"“We know that climate adaptation and resilience is a significant challenge to public spaces, to events, whether in the summer it’s rain or heat.",EN,headlines
34830,441308HAN308-12718065,2024-05-03,"»Pourtant, hier encore, le porte-parole du Bloc québécois en matière de santé a réitéré son appui à la décriminalisation.Est-ce que le premier ministre va enfin dire non aujourd'hui à la légalisation des drogues dures à Montréal et partout au pays?",FR,parliament
26441,441340HAN340-12869851,2024-09-20,"Speaker, I will tell the House what it is like in Parksville, British Columbia, where we had a Conservative mayor.",EN,parliament
1477,www_cbc_ca_news_business_gst-holiday-what-you-need-to-know-1_7390054_20241122_042352,2024-11-22,Closed Captioning and Described Video is available for many CBC shows offered on CBC Gem.,EN,headlines
24871,441312HAN312-12735657,2024-05-09,The government is censoring the Internet by controlling what people can see or say online.,EN,parliament
10345,www_journaldemontreal_com_2025_01_15_menaces-de-trump-deja-60-drones-et-des-helicopteres-deployes-a-la-frontiere_20250115_154338,2025-01-15,Ces mesures ont été prises «dans notre intérêt national».,FR,headlines
30095,441296HAN296-12661424,2024-04-09,Je suis connu pour cela dans mon caucus.,FR,parliament
29982,441315HAN315-12749353,2024-05-22,"Speaker, the Prime Minister brags about his billions in spending.",EN,parliament
35334,441316HAN316-12754647,2024-05-23,"Monsieur le Président, l'inflation du prix des aliments est en baisse.",FR,parliament
